array_size;time_spent(s);PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;DATA_BYTES;NUM_INSTRUCTIONS;PAPI_TOT_INS
47488;4.5500001907;91701;50884;4101;379904;77950646;40095993
47616;4.5730004311;91934;50033;6190;380928;78180294;40233639
47744;6.0490002632;93318;52232;6221;381952;78409995;40369147
47872;4.6490001678;92965;50485;4128;382976;78639747;40506794
48000;4.6890001297;93574;57761;4731;384000;78869552;40644458
48128;6.0080003738;92596;51494;6241;385024;79099409;40784279
48256;4.9620003700;93964;50948;5135;386048;79329317;40919803
48384;6.0250000954;94353;52469;4646;387072;79559278;41057449
48512;4.7630000114;94859;52770;6532;388096;79789290;41195114
48640;4.6830000877;94523;50470;3870;389120;80019353;41334935
48768;4.6909999847;95417;52220;4696;390144;80249468;41472618
48896;4.7039999962;95255;52844;4529;391168;80479634;41612440
49024;4.7150001526;95397;52329;4629;392192;80709851;41752280
49152;4.8640003204;96011;54378;6666;393216;80940120;41894280
49280;4.7510004044;94609;51867;6386;394240;81170439;41962419
49408;4.8340001106;96299;54411;4455;395264;81400808;42032609
49536;4.7760000229;97400;52783;6699;396288;81631228;42102817
49664;6.3210000992;96734;54777;6406;397312;81861699;42175184
49792;6.1930003166;97239;54753;6457;398336;82092220;42245411
49920;5.0840001106;97730;52976;4783;399360;82322791;42317776
50048;4.8990001678;98150;55407;4611;400384;82553412;42390161
50176;7.6360001564;97963;54713;6553;401408;82784083;42464704
50304;4.8440003395;98509;54819;4605;402432;83014804;42534947
50432;4.8670001030;98999;54852;6364;403456;83245574;42607313
50560;4.9400000572;99470;56086;5318;404480;83476394;42679697
50688;4.9290003777;99059;53821;6742;405504;83707263;42754239
50816;4.8930001259;99407;54653;4816;406528;83938182;42826642
50944;4.8900003433;99787;55145;4666;407552;84169149;42901184
51072;4.9390001297;100582;57516;4966;408576;84400166;42975744
51200;4.9770002365;99427;55458;6103;409600;84631232;43052462
51328;4.9320001602;100861;56227;4543;410624;84862346;43122725
51456;7.3750004768;101249;57992;6223;411648;85093509;43195092
51584;4.9680004120;100877;56176;4600;412672;85324721;43267475
51712;6.5630002022;100967;57718;6662;413696;85555981;43342018
51840;5.0240001678;102098;56751;5112;414720;85787289;43414420
51968;5.6840004921;101887;58339;4594;415744;86018646;43488962
52096;4.9810004234;103074;55949;6063;416768;86250050;43563522
52224;5.6170001030;103283;57798;4946;417792;86481503;43640241
52352;5.0010004044;103032;57463;4868;418816;86713003;43712661
52480;5.0830001831;105833;60043;9798;419840;86944551;43787204
52608;5.1570000648;103895;56898;6683;420864;87176147;43861764
