array_size;time_spent(s);PAPI_L1_TCM;PAPI_L2_TCM;PAPI_L3_TCM;DATA_BYTES;NUM_INSTRUCTIONS;PAPI_TOT_INS
51584;5.3150000572;41591;15146;4266;412672;931318169600;24249560
51712;5.5320000648;47178;21790;6418;413696;935945830400;24993035
51840;5.4370002747;45282;18740;6693;414720;940584960000;24673367
51968;5.5030002594;45843;19663;6558;415744;945235558400;24909596
52096;6.0320000648;43549;17562;6678;416768;949897625600;24818693
52224;6.5000004768;39450;17905;6861;417792;954571161600;24227789
52352;5.3380002975;38365;16335;6535;418816;959256166400;24032089
52480;8.5000000000;39668;17943;4311;419840;963952640000;24480524
52608;5.4430003166;41094;15529;6540;420864;968660582400;24555242
52736;5.5800004005;48151;21432;6165;421888;973379993600;25410322
52864;5.2710003853;38067;13760;4161;422912;978110873600;24014377
52992;8.8320007324;40476;17765;4560;423936;982853222400;24614008
53120;5.5720000267;46869;18365;4612;424960;987607040000;25196470
53248;5.4850001335;41953;17801;3828;425984;992372326400;25088663
53376;5.4760003090;42179;16266;5276;427008;997149081600;24934546
53504;5.9340004921;59468;29387;6849;428032;1001937305600;27004747
53632;5.5820002556;46462;23883;6432;429056;1006736998400;25493531
53760;5.8360004425;52879;25796;6493;430080;1011548160000;26484949
53888;5.6310000420;43978;16701;7290;431104;1016370790400;25276793
54016;5.7230000496;52544;21819;6316;432128;1021204889600;26187781
54144;5.6360001564;46562;16591;6948;433152;1026050457600;25789373
54272;5.5680003166;42191;17533;6260;434176;1030907494400;25119120
54400;5.8270001411;54909;25020;6536;435200;1035776000000;26706349
54528;5.6600003242;43217;19685;6975;436224;1040655974400;25395751
54656;5.7210001945;45701;20805;7019;437248;1045547417600;25879799
54784;5.5740003586;41330;16684;6925;438272;1050450329600;25346957
54912;5.6380004883;43305;19056;7306;439296;1055364710400;25329569
55040;5.7600002289;47155;17371;7225;440320;1060290560000;26165771
55168;6.0220003128;57373;26086;6746;441344;1065227878400;27400491
55296;5.6630001068;43892;17355;7419;442368;1070176665600;25700870
55424;5.8400001526;44764;19741;7072;443392;1075136921600;26064043
55552;6.0060005188;45080;18679;7251;444416;1080108646400;26080430
55680;5.8110003471;46720;21289;7201;445440;1085091840000;26281786
55808;5.7720003128;45631;17458;7284;446464;1090086502400;26432644
55936;5.9610004425;49114;26369;5317;447488;1095092633600;26837158
56064;5.7050004005;42774;19552;4618;448512;1100110233600;25857784
56192;5.7610001564;44145;16590;7335;449536;1105139302400;26335459
56320;5.9450001717;51361;20611;7015;450560;1110179840000;27129558
56448;5.7860002518;43584;20239;6900;451584;1115231846400;26177239
56576;5.9340004921;46713;19830;7334;452608;1120295321600;26792686
56704;6.0030002594;50574;21091;7060;453632;1125370265600;27086688
56832;5.8790001869;43489;18426;6609;454656;1130456678400;26502842
56960;5.8860001564;47958;16121;7293;455680;1135554560000;26909846
57088;5.9940004349;47444;21270;7403;456704;1140663910400;27052665
57216;5.9770002365;49759;23010;7146;457728;1145784729600;27275651
57344;5.8860001564;44353;16574;4818;458752;1150917017600;26800308
57472;6.1340003014;54125;27425;3488;459776;1156060774400;27821179
57600;6.1020002365;52685;22822;5023;460800;1161216000000;27613467
57728;6.0710000992;50516;21238;7355;461824;1166382694400;27704032
57856;6.0690002441;47563;21553;7061;462848;1171560857600;27272821
57984;6.0900001526;51566;21439;7670;463872;1176750489600;27884106
